source,region,t,sect_name,sect_group,gvc,traditional,period,traditional_med
wiodlr,JPN,1967,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.24248004669841,0.190668636852998,1965-1974,0.0500962090436171
wiodlr,JPN,1967,10-Basic Metals and Fabricated Metal,Manufacturing,1.69229436897304,2.07656999332165,1965-1974,1.20346367122633
wiodlr,JPN,1967,"11-Machinery, nec.",Manufacturing,0.839097229350687,0.842372638842158,1965-1974,1.38445637083887
wiodlr,JPN,1967,12-Electrical and Optical Equipment,Manufacturing,1.53356913329337,2.10800632458737,1965-1974,2.11542184948025
wiodlr,JPN,1967,13-Transport Equipment,Manufacturing,0.420961338039302,0.805665258161927,1965-1974,2.01761212455359
wiodlr,JPN,1967,"14-Manufacturing, nec.; Recycling",Manufacturing,1.98304311038778,1.50068253815342,1965-1974,0.540781372197159
wiodlr,JPN,1967,"3-Food, Beverages and Tobacco",Manufacturing,0.444456862538361,0.389963795459957,1965-1974,0.138245662622748
wiodlr,JPN,1967,"4-Textiles, Textile, Leather and Footwear",Manufacturing,1.52803996338186,2.24493745135862,1965-1974,0.446966839212932
wiodlr,JPN,1967,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.555265135045412,0.276679586345969,1965-1974,0.196687213007652
wiodlr,JPN,1967,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.271971724437759,0.214551360898512,1965-1974,0.178334543149209
wiodlr,JPN,1967,7-Chemicals and Chemical Products,Manufacturing,0.838029084546736,0.982325453431037,1965-1974,0.819482976149523
wiodlr,JPN,1967,8-Rubber and Plastics,Manufacturing,1.17542326434064,1.25853710846586,1965-1974,0.909833430381939
wiodlr,JPN,1967,9-Other Non-Metallic Mineral,Manufacturing,2.16118483998355,1.65328676530046,1965-1974,0.811702527988084
wiodlr,JPN,1968,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.255998037194004,0.175395676819239,1965-1974,0.0500962090436171
wiodlr,JPN,1968,10-Basic Metals and Fabricated Metal,Manufacturing,1.74620231356837,2.11157637841752,1965-1974,1.20346367122633
wiodlr,JPN,1968,"11-Machinery, nec.",Manufacturing,0.827463359580387,0.879670662793661,1965-1974,1.38445637083887
wiodlr,JPN,1968,12-Electrical and Optical Equipment,Manufacturing,1.61389250076748,2.1831277897135,1965-1974,2.11542184948025
wiodlr,JPN,1968,13-Transport Equipment,Manufacturing,0.399596816502221,0.819122754068395,1965-1974,2.01761212455359
wiodlr,JPN,1968,"14-Manufacturing, nec.; Recycling",Manufacturing,1.83646940062877,1.40656414155842,1965-1974,0.540781372197159
wiodlr,JPN,1968,"3-Food, Beverages and Tobacco",Manufacturing,0.421171687125541,0.373867535625274,1965-1974,0.138245662622748
wiodlr,JPN,1968,"4-Textiles, Textile, Leather and Footwear",Manufacturing,1.42184165603812,2.05537319605064,1965-1974,0.446966839212932
wiodlr,JPN,1968,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.561362325605328,0.278141990226147,1965-1974,0.196687213007652
wiodlr,JPN,1968,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.235532209715445,0.174120017555354,1965-1974,0.178334543149209
wiodlr,JPN,1968,7-Chemicals and Chemical Products,Manufacturing,0.759383048265698,0.883787454775669,1965-1974,0.819482976149523
wiodlr,JPN,1968,8-Rubber and Plastics,Manufacturing,1.15672417980953,1.27335938057448,1965-1974,0.909833430381939
wiodlr,JPN,1968,9-Other Non-Metallic Mineral,Manufacturing,2.0529895894312,1.57481029463397,1965-1974,0.811702527988084
wiodlr,JPN,1969,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.251232766499185,0.184799311983928,1965-1974,0.0500962090436171
wiodlr,JPN,1969,10-Basic Metals and Fabricated Metal,Manufacturing,1.69808180964942,2.10910488306697,1965-1974,1.20346367122633
wiodlr,JPN,1969,"11-Machinery, nec.",Manufacturing,0.81429764000738,0.829051021501645,1965-1974,1.38445637083887
wiodlr,JPN,1969,12-Electrical and Optical Equipment,Manufacturing,1.73677819770586,2.1843762984755,1965-1974,2.11542184948025
wiodlr,JPN,1969,13-Transport Equipment,Manufacturing,0.392689580156233,0.901396511408856,1965-1974,2.01761212455359
wiodlr,JPN,1969,"14-Manufacturing, nec.; Recycling",Manufacturing,1.60935848127235,1.30901333805057,1965-1974,0.540781372197159
wiodlr,JPN,1969,"3-Food, Beverages and Tobacco",Manufacturing,0.426177195935021,0.341593626528228,1965-1974,0.138245662622748
wiodlr,JPN,1969,"4-Textiles, Textile, Leather and Footwear",Manufacturing,1.26081145901949,1.88171218512842,1965-1974,0.446966839212932
wiodlr,JPN,1969,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.592999027097128,0.268233034808963,1965-1974,0.196687213007652
wiodlr,JPN,1969,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.224168021323637,0.164625891111933,1965-1974,0.178334543149209
wiodlr,JPN,1969,7-Chemicals and Chemical Products,Manufacturing,0.741741119466937,0.816700182426654,1965-1974,0.819482976149523
wiodlr,JPN,1969,8-Rubber and Plastics,Manufacturing,1.21195375988296,1.3754462118795,1965-1974,0.909833430381939
wiodlr,JPN,1969,9-Other Non-Metallic Mineral,Manufacturing,2.05257550469008,1.56825291588565,1965-1974,0.811702527988084
wiodlr,JPN,1970,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.214661560647589,0.160011923327249,1965-1974,0.0500962090436171
wiodlr,JPN,1970,10-Basic Metals and Fabricated Metal,Manufacturing,1.87155383300862,2.19207589342667,1965-1974,1.20346367122633
wiodlr,JPN,1970,"11-Machinery, nec.",Manufacturing,0.802789347580455,0.785958323004185,1965-1974,1.38445637083887
wiodlr,JPN,1970,12-Electrical and Optical Equipment,Manufacturing,1.57802113108311,2.02166971467556,1965-1974,2.11542184948025
wiodlr,JPN,1970,13-Transport Equipment,Manufacturing,0.493155952253907,1.16468167427719,1965-1974,2.01761212455359
wiodlr,JPN,1970,"14-Manufacturing, nec.; Recycling",Manufacturing,1.43405467432549,1.22431929170163,1965-1974,0.540781372197159
wiodlr,JPN,1970,"3-Food, Beverages and Tobacco",Manufacturing,0.434822782004011,0.341294209821139,1965-1974,0.138245662622748
wiodlr,JPN,1970,"4-Textiles, Textile, Leather and Footwear",Manufacturing,1.14338330843284,1.63073099881827,1965-1974,0.446966839212932
wiodlr,JPN,1970,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.589092076178871,0.267367362266367,1965-1974,0.196687213007652
wiodlr,JPN,1970,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.131749924574771,0.103702121155034,1965-1974,0.178334543149209
wiodlr,JPN,1970,7-Chemicals and Chemical Products,Manufacturing,0.744318377918194,0.78022359937172,1965-1974,0.819482976149523
wiodlr,JPN,1970,8-Rubber and Plastics,Manufacturing,1.17185106432168,1.32242421273201,1965-1974,0.909833430381939
wiodlr,JPN,1970,9-Other Non-Metallic Mineral,Manufacturing,1.58953575225585,1.23292791666003,1965-1974,0.811702527988084
wiodlr,JPN,1971,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.191509865094782,0.143578911938892,1965-1974,0.0500962090436171
wiodlr,JPN,1971,10-Basic Metals and Fabricated Metal,Manufacturing,2.00276881773598,2.19523419919364,1965-1974,1.20346367122633
wiodlr,JPN,1971,"11-Machinery, nec.",Manufacturing,0.800135794719432,0.791977845542552,1965-1974,1.38445637083887
wiodlr,JPN,1971,12-Electrical and Optical Equipment,Manufacturing,1.55075511497288,2.00251757424164,1965-1974,2.11542184948025
wiodlr,JPN,1971,13-Transport Equipment,Manufacturing,0.593786831516382,1.434010248531,1965-1974,2.01761212455359
wiodlr,JPN,1971,"14-Manufacturing, nec.; Recycling",Manufacturing,1.17053638520237,1.00234988446075,1965-1974,0.540781372197159
wiodlr,JPN,1971,"3-Food, Beverages and Tobacco",Manufacturing,0.421562221905575,0.305248790481601,1965-1974,0.138245662622748
wiodlr,JPN,1971,"4-Textiles, Textile, Leather and Footwear",Manufacturing,1.12783751133899,1.43726282406241,1965-1974,0.446966839212932
wiodlr,JPN,1971,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.597252955862925,0.260892286979242,1965-1974,0.196687213007652
wiodlr,JPN,1971,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.143311507651729,0.112319572977534,1965-1974,0.178334543149209
wiodlr,JPN,1971,7-Chemicals and Chemical Products,Manufacturing,0.799526542337749,0.822265769872392,1965-1974,0.819482976149523
wiodlr,JPN,1971,8-Rubber and Plastics,Manufacturing,1.01996693355705,1.12790610526789,1965-1974,0.909833430381939
wiodlr,JPN,1971,9-Other Non-Metallic Mineral,Manufacturing,1.31186286558495,1.0587945813854,1965-1974,0.811702527988084
wiodlr,JPN,1972,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.133986683145765,0.102068808936618,1965-1974,0.0500962090436171
wiodlr,JPN,1972,10-Basic Metals and Fabricated Metal,Manufacturing,1.84166912997044,1.96963181916338,1965-1974,1.20346367122633
wiodlr,JPN,1972,"11-Machinery, nec.",Manufacturing,0.873428211068493,0.814121398468594,1965-1974,1.38445637083887
wiodlr,JPN,1972,12-Electrical and Optical Equipment,Manufacturing,1.79763423999415,2.2065261702589,1965-1974,2.11542184948025
wiodlr,JPN,1972,13-Transport Equipment,Manufacturing,0.623300084777371,1.57009864442445,1965-1974,2.01761212455359
wiodlr,JPN,1972,"14-Manufacturing, nec.; Recycling",Manufacturing,1.07983039672327,0.886169047559772,1965-1974,0.540781372197159
wiodlr,JPN,1972,"3-Food, Beverages and Tobacco",Manufacturing,0.334942829420208,0.265482707483336,1965-1974,0.138245662622748
wiodlr,JPN,1972,"4-Textiles, Textile, Leather and Footwear",Manufacturing,1.07871429403167,1.21129958736989,1965-1974,0.446966839212932
wiodlr,JPN,1972,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.577158806898751,0.266429892272396,1965-1974,0.196687213007652
wiodlr,JPN,1972,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.177506686757016,0.141609039925192,1965-1974,0.178334543149209
wiodlr,JPN,1972,7-Chemicals and Chemical Products,Manufacturing,0.866845905902548,0.835356809846376,1965-1974,0.819482976149523
wiodlr,JPN,1972,8-Rubber and Plastics,Manufacturing,1.10155338711267,1.21267890351142,1965-1974,0.909833430381939
wiodlr,JPN,1972,9-Other Non-Metallic Mineral,Manufacturing,1.50915951339405,1.19589072454179,1965-1974,0.811702527988084
wiodlr,JPN,1973,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.124579652324004,0.0805238439566141,1965-1974,0.0500962090436171
wiodlr,JPN,1973,10-Basic Metals and Fabricated Metal,Manufacturing,1.87911295911023,2.0458949305084,1965-1974,1.20346367122633
wiodlr,JPN,1973,"11-Machinery, nec.",Manufacturing,0.982162335093288,0.922648445129903,1965-1974,1.38445637083887
wiodlr,JPN,1973,12-Electrical and Optical Equipment,Manufacturing,1.88737624034592,2.31407494065154,1965-1974,2.11542184948025
wiodlr,JPN,1973,13-Transport Equipment,Manufacturing,0.651309044138361,1.615554376395,1965-1974,2.01761212455359
wiodlr,JPN,1973,"14-Manufacturing, nec.; Recycling",Manufacturing,0.894824250674373,0.717342101833011,1965-1974,0.540781372197159
wiodlr,JPN,1973,"3-Food, Beverages and Tobacco",Manufacturing,0.34674554734817,0.241739899557177,1965-1974,0.138245662622748
wiodlr,JPN,1973,"4-Textiles, Textile, Leather and Footwear",Manufacturing,0.967367179318779,0.97963484124245,1965-1974,0.446966839212932
wiodlr,JPN,1973,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.555318913213857,0.270084593368363,1965-1974,0.196687213007652
wiodlr,JPN,1973,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.164097054977104,0.139879179383417,1965-1974,0.178334543149209
wiodlr,JPN,1973,7-Chemicals and Chemical Products,Manufacturing,0.867416509234564,0.804185463743756,1965-1974,0.819482976149523
wiodlr,JPN,1973,8-Rubber and Plastics,Manufacturing,0.922853766468042,1.00311853412814,1965-1974,0.909833430381939
wiodlr,JPN,1973,9-Other Non-Metallic Mineral,Manufacturing,1.46078504748695,1.16497151459041,1965-1974,0.811702527988084
wiodlr,JPN,1974,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.0948052314819726,0.0668399458295455,1965-1974,0.0500962090436171
wiodlr,JPN,1974,10-Basic Metals and Fabricated Metal,Manufacturing,2.18037739476083,2.2829349002464,1965-1974,1.20346367122633
wiodlr,JPN,1974,"11-Machinery, nec.",Manufacturing,0.947583454165341,0.969508678481748,1965-1974,1.38445637083887
wiodlr,JPN,1974,12-Electrical and Optical Equipment,Manufacturing,1.58082738441639,1.88713805754775,1965-1974,2.11542184948025
wiodlr,JPN,1974,13-Transport Equipment,Manufacturing,0.900851710386751,1.84416293706736,1965-1974,2.01761212455359
wiodlr,JPN,1974,"14-Manufacturing, nec.; Recycling",Manufacturing,0.745771025527724,0.681777730818826,1965-1974,0.540781372197159
wiodlr,JPN,1974,"3-Food, Beverages and Tobacco",Manufacturing,0.31303782707639,0.23571631100175,1965-1974,0.138245662622748
wiodlr,JPN,1974,"4-Textiles, Textile, Leather and Footwear",Manufacturing,0.795152151699421,0.815536464080766,1965-1974,0.446966839212932
wiodlr,JPN,1974,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.499026594442877,0.321026301023633,1965-1974,0.196687213007652
wiodlr,JPN,1974,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.191392073312683,0.103242372529698,1965-1974,0.178334543149209
wiodlr,JPN,1974,7-Chemicals and Chemical Products,Manufacturing,0.819730805348454,0.795928283237054,1965-1974,0.819482976149523
wiodlr,JPN,1974,8-Rubber and Plastics,Manufacturing,0.781672912676078,0.912975131158248,1965-1974,0.909833430381939
wiodlr,JPN,1974,9-Other Non-Metallic Mineral,Manufacturing,1.18428710578689,0.854865697840328,1965-1974,0.811702527988084
wiodlr,JPN,1975,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.0648378800642205,0.0501914636083365,1975-1984,0.0500962090436171
wiodlr,JPN,1975,10-Basic Metals and Fabricated Metal,Manufacturing,2.32031352459187,2.42031449602378,1975-1984,1.20346367122633
wiodlr,JPN,1975,"11-Machinery, nec.",Manufacturing,0.945186993159273,0.98884730010741,1975-1984,1.38445637083887
wiodlr,JPN,1975,12-Electrical and Optical Equipment,Manufacturing,1.60068009484923,1.97432259624554,1975-1984,2.11542184948025
wiodlr,JPN,1975,13-Transport Equipment,Manufacturing,0.711153821046174,1.83244632832755,1975-1984,2.01761212455359
wiodlr,JPN,1975,"14-Manufacturing, nec.; Recycling",Manufacturing,0.62981227418084,0.672712264985328,1975-1984,0.540781372197159
wiodlr,JPN,1975,"3-Food, Beverages and Tobacco",Manufacturing,0.255201015146668,0.19268582115844,1975-1984,0.138245662622748
wiodlr,JPN,1975,"4-Textiles, Textile, Leather and Footwear",Manufacturing,0.825491687563187,0.723770353300348,1975-1984,0.446966839212932
wiodlr,JPN,1975,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.4510394106082,0.308008683816816,1975-1984,0.196687213007652
wiodlr,JPN,1975,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.356100414416955,0.182549068743064,1975-1984,0.178334543149209
wiodlr,JPN,1975,7-Chemicals and Chemical Products,Manufacturing,0.882604413945853,0.939695109690388,1975-1984,0.819482976149523
wiodlr,JPN,1975,8-Rubber and Plastics,Manufacturing,0.677924885215976,0.802167632984888,1975-1984,0.909833430381939
wiodlr,JPN,1975,9-Other Non-Metallic Mineral,Manufacturing,1.11945586936151,0.8186350816727,1975-1984,0.811702527988084
wiodlr,JPN,1976,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.0663926040362877,0.0480050051298036,1975-1984,0.0500962090436171
wiodlr,JPN,1976,10-Basic Metals and Fabricated Metal,Manufacturing,2.06943347555011,2.06084866557055,1975-1984,1.20346367122633
wiodlr,JPN,1976,"11-Machinery, nec.",Manufacturing,1.0305247550702,0.990405736287564,1975-1984,1.38445637083887
wiodlr,JPN,1976,12-Electrical and Optical Equipment,Manufacturing,1.93863320002494,2.26475265769152,1975-1984,2.11542184948025
wiodlr,JPN,1976,13-Transport Equipment,Manufacturing,0.799789915141168,2.00231754884582,1975-1984,2.01761212455359
wiodlr,JPN,1976,"14-Manufacturing, nec.; Recycling",Manufacturing,0.656073861946046,0.645247102225593,1975-1984,0.540781372197159
wiodlr,JPN,1976,"3-Food, Beverages and Tobacco",Manufacturing,0.24151434627765,0.184364003937496,1975-1984,0.138245662622748
wiodlr,JPN,1976,"4-Textiles, Textile, Leather and Footwear",Manufacturing,0.890736883904519,0.689599658979979,1975-1984,0.446966839212932
wiodlr,JPN,1976,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.486715416137079,0.251003025904468,1975-1984,0.196687213007652
wiodlr,JPN,1976,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.124611342369943,0.0739073616555253,1975-1984,0.178334543149209
wiodlr,JPN,1976,7-Chemicals and Chemical Products,Manufacturing,0.795583840403258,0.720242709691972,1975-1984,0.819482976149523
wiodlr,JPN,1976,8-Rubber and Plastics,Manufacturing,0.712832025035638,0.800254272854769,1975-1984,0.909833430381939
wiodlr,JPN,1976,9-Other Non-Metallic Mineral,Manufacturing,1.15674650733173,0.854451744921282,1975-1984,0.811702527988084
wiodlr,JPN,1977,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.064162788463095,0.0364743529469889,1975-1984,0.0500962090436171
wiodlr,JPN,1977,10-Basic Metals and Fabricated Metal,Manufacturing,1.99178844726765,1.91989867758257,1975-1984,1.20346367122633
wiodlr,JPN,1977,"11-Machinery, nec.",Manufacturing,1.16912444937372,1.1006346629503,1975-1984,1.38445637083887
wiodlr,JPN,1977,12-Electrical and Optical Equipment,Manufacturing,1.95511751291963,2.12283737437313,1975-1984,2.11542184948025
wiodlr,JPN,1977,13-Transport Equipment,Manufacturing,0.846893403342976,2.05054732431469,1975-1984,2.01761212455359
wiodlr,JPN,1977,"14-Manufacturing, nec.; Recycling",Manufacturing,0.638849675675951,0.634365096087347,1975-1984,0.540781372197159
wiodlr,JPN,1977,"3-Food, Beverages and Tobacco",Manufacturing,0.194347769460014,0.145187965931895,1975-1984,0.138245662622748
wiodlr,JPN,1977,"4-Textiles, Textile, Leather and Footwear",Manufacturing,0.894360917512911,0.628484020339322,1975-1984,0.446966839212932
wiodlr,JPN,1977,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.353762879246655,0.181050095060022,1975-1984,0.196687213007652
wiodlr,JPN,1977,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.118014901286553,0.0654506217948716,1975-1984,0.178334543149209
wiodlr,JPN,1977,7-Chemicals and Chemical Products,Manufacturing,0.829967414658943,0.730125437445281,1975-1984,0.819482976149523
wiodlr,JPN,1977,8-Rubber and Plastics,Manufacturing,0.721615324023829,0.81657509519642,1975-1984,0.909833430381939
wiodlr,JPN,1977,9-Other Non-Metallic Mineral,Manufacturing,1.24503321383269,0.871298571319073,1975-1984,0.811702527988084
wiodlr,JPN,1978,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.0816193857815498,0.0494008682575766,1975-1984,0.0500962090436171
wiodlr,JPN,1978,10-Basic Metals and Fabricated Metal,Manufacturing,1.72709745096894,1.79240376850092,1975-1984,1.20346367122633
wiodlr,JPN,1978,"11-Machinery, nec.",Manufacturing,1.33160199780085,1.29816982861252,1975-1984,1.38445637083887
wiodlr,JPN,1978,12-Electrical and Optical Equipment,Manufacturing,1.87224915011543,1.9799838005776,1975-1984,2.11542184948025
wiodlr,JPN,1978,13-Transport Equipment,Manufacturing,1.17396740748869,2.16282671491864,1975-1984,2.01761212455359
wiodlr,JPN,1978,"14-Manufacturing, nec.; Recycling",Manufacturing,0.449381668137069,0.524302415913929,1975-1984,0.540781372197159
wiodlr,JPN,1978,"3-Food, Beverages and Tobacco",Manufacturing,0.18494425027335,0.139908612148181,1975-1984,0.138245662622748
wiodlr,JPN,1978,"4-Textiles, Textile, Leather and Footwear",Manufacturing,0.870878918250591,0.579231870839371,1975-1984,0.446966839212932
wiodlr,JPN,1978,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.334901826045628,0.184427477093237,1975-1984,0.196687213007652
wiodlr,JPN,1978,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.178784777436806,0.12075136329066,1975-1984,0.178334543149209
wiodlr,JPN,1978,7-Chemicals and Chemical Products,Manufacturing,0.841424877707995,0.732078513652779,1975-1984,0.819482976149523
wiodlr,JPN,1978,8-Rubber and Plastics,Manufacturing,0.637587094728192,0.729822204425222,1975-1984,0.909833430381939
wiodlr,JPN,1978,9-Other Non-Metallic Mineral,Manufacturing,1.15610148368757,0.847430473663103,1975-1984,0.811702527988084
wiodlr,JPN,1979,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.105551594584972,0.069554759813663,1975-1984,0.0500962090436171
wiodlr,JPN,1979,10-Basic Metals and Fabricated Metal,Manufacturing,1.69922545842318,1.74576399599992,1975-1984,1.20346367122633
wiodlr,JPN,1979,"11-Machinery, nec.",Manufacturing,1.32593172498204,1.32404990555243,1975-1984,1.38445637083887
wiodlr,JPN,1979,12-Electrical and Optical Equipment,Manufacturing,2.05317851697722,2.08682513469866,1975-1984,2.11542184948025
wiodlr,JPN,1979,13-Transport Equipment,Manufacturing,1.16486369463556,2.24894196543596,1975-1984,2.01761212455359
wiodlr,JPN,1979,"14-Manufacturing, nec.; Recycling",Manufacturing,0.482517111457289,0.478220260827774,1975-1984,0.540781372197159
wiodlr,JPN,1979,"3-Food, Beverages and Tobacco",Manufacturing,0.206715678052752,0.137710676909495,1975-1984,0.138245662622748
wiodlr,JPN,1979,"4-Textiles, Textile, Leather and Footwear",Manufacturing,0.718719975700914,0.43830688145267,1975-1984,0.446966839212932
wiodlr,JPN,1979,"5-Pulp, Paper, Paper, Printing and Publishing",Manufacturing,0.36860579617427,0.22027282460941,1975-1984,0.196687213007652
wiodlr,JPN,1979,"6-Coke, Refined Petroleum and Nuclear Fuel",Manufacturing,0.284991706811022,0.15111302518733,1975-1984,0.178334543149209
wiodlr,JPN,1979,7-Chemicals and Chemical Products,Manufacturing,0.817759056657539,0.729107891016429,1975-1984,0.819482976149523
wiodlr,JPN,1979,8-Rubber and Plastics,Manufacturing,0.705193909627093,0.781948057475921,1975-1984,0.909833430381939
wiodlr,JPN,1979,9-Other Non-Metallic Mineral,Manufacturing,1.22887232929652,0.837414460278714,1975-1984,0.811702527988084
wiodlr,JPN,1980,"1-Agriculture, Hunting, Forestry and Fishing","Agriculture, forestry and fishing",0.100711418016789,0.0549122708939209,1975-1984,0.0500962090436171
wiodlr,JPN,1980,10-Basic Metals and Fabricated Metal,Manufacturing,1.62815454521995,1.46399836870204,1975-1984,1.20346367122633
wiodlr,JPN,1980,"11-Machinery, nec.",Manufacturing,1.30247698589353,1.27673812841049,1975-1984,1.38445637083887
wiodlr,JPN,1980,12-Electrical and Optical Equipment,Manufacturing,2.07823266790322,2.00893948016182,1975-1984,2.11542184948025
wiodlr,JPN,1980,13-Transport Equipment,Manufacturing,1.39384093241775,2.4389871494997,1975-1984,2.01761212455359
wiodlr,JPN,1980,"14-Manufacturing, nec.; Recycling",Manufacturing,0.546332291047704,0.574444215176714,1975-1984,0.540781372197159
wiodlr,JPN,1980,"3-Food, Beverages and Tobacco",Manufacturing,0.206974957740299,0.147272665694678,1975-1984,0.138245662622748
wiodlr,JPN,1980,"4-Textiles, Textile, Leather and Footwear",Manufacturing,0.709098156148898,0.455626796973193,1975-1984,0.446966839212932
